load_zone,fuel,period,fuel_cost
01-hermosillo,diesel,2020,17.02
01-hermosillo,diesel,2021,17.7695
01-hermosillo,diesel,2022,17.974
01-hermosillo,diesel,2023,18.1785
01-hermosillo,diesel,2024,18.383
01-hermosillo,diesel,2025,18.5875
01-hermosillo,diesel,2026,18.792
01-hermosillo,diesel,2027,18.9965
01-hermosillo,diesel,2028,19.201
01-hermosillo,diesel,2029,19.4055
01-hermosillo,diesel,2030,19.61
01-hermosillo,diesel,2031,19.8145
01-hermosillo,diesel,2032,20.019
01-hermosillo,diesel,2033,20.2235
01-hermosillo,diesel,2034,20.428
01-hermosillo,diesel,2035,20.6325
01-hermosillo,diesel,2036,20.837
01-hermosillo,diesel,2037,21.0415
01-hermosillo,diesel,2038,21.246
01-hermosillo,diesel,2039,21.4505
01-hermosillo,diesel,2040,21.655
01-hermosillo,diesel,2041,21.8595
01-hermosillo,diesel,2042,22.064
01-hermosillo,diesel,2043,22.2685
01-hermosillo,diesel,2044,22.473
01-hermosillo,diesel,2045,22.6775
01-hermosillo,diesel,2046,22.882
01-hermosillo,diesel,2047,23.0865
01-hermosillo,diesel,2048,23.291
01-hermosillo,diesel,2049,23.4955
01-hermosillo,diesel,2050,23.7
01-hermosillo,fuel_oil,2020,10.14
01-hermosillo,fuel_oil,2021,10.7644
01-hermosillo,fuel_oil,2022,10.7644
01-hermosillo,fuel_oil,2023,10.7644
01-hermosillo,fuel_oil,2024,10.7644
01-hermosillo,fuel_oil,2025,10.7644
01-hermosillo,fuel_oil,2026,10.7644
01-hermosillo,fuel_oil,2027,10.7644
01-hermosillo,fuel_oil,2028,10.7644
01-hermosillo,fuel_oil,2029,10.7644
01-hermosillo,fuel_oil,2030,10.7644
01-hermosillo,fuel_oil,2031,10.7644
01-hermosillo,fuel_oil,2032,10.7644
01-hermosillo,fuel_oil,2033,10.7644
01-hermosillo,fuel_oil,2034,10.7644
01-hermosillo,fuel_oil,2035,10.7644
01-hermosillo,fuel_oil,2036,10.7644
01-hermosillo,fuel_oil,2037,10.7644
01-hermosillo,fuel_oil,2038,10.7644
01-hermosillo,fuel_oil,2039,10.7644
01-hermosillo,fuel_oil,2040,10.7644
01-hermosillo,fuel_oil,2041,10.7644
01-hermosillo,fuel_oil,2042,10.7644
01-hermosillo,fuel_oil,2043,10.7644
01-hermosillo,fuel_oil,2044,10.7644
01-hermosillo,fuel_oil,2045,10.7644
01-hermosillo,fuel_oil,2046,10.7644
01-hermosillo,fuel_oil,2047,10.7644
01-hermosillo,fuel_oil,2048,10.7644
01-hermosillo,fuel_oil,2049,10.7644
01-hermosillo,fuel_oil,2050,10.7644
01-hermosillo,natural_gas,2020,5.51
01-hermosillo,natural_gas,2021,5.5112679
01-hermosillo,natural_gas,2022,5.6036118
01-hermosillo,natural_gas,2023,5.6959557
01-hermosillo,natural_gas,2024,5.7882996
01-hermosillo,natural_gas,2025,5.8806435
01-hermosillo,natural_gas,2026,5.9729874
01-hermosillo,natural_gas,2027,6.0653313
01-hermosillo,natural_gas,2028,6.1576752
01-hermosillo,natural_gas,2029,6.2500191
01-hermosillo,natural_gas,2030,6.342363
01-hermosillo,natural_gas,2031,6.4347069
01-hermosillo,natural_gas,2032,6.5270508
01-hermosillo,natural_gas,2033,6.6193947
01-hermosillo,natural_gas,2034,6.7117386
01-hermosillo,natural_gas,2035,6.8040825
01-hermosillo,natural_gas,2036,6.8964264
01-hermosillo,natural_gas,2037,6.9887703
01-hermosillo,natural_gas,2038,7.0811142
01-hermosillo,natural_gas,2039,7.1734581
01-hermosillo,natural_gas,2040,7.265802
01-hermosillo,natural_gas,2041,7.3581459
01-hermosillo,natural_gas,2042,7.4504898
01-hermosillo,natural_gas,2043,7.5428337
01-hermosillo,natural_gas,2044,7.6351776
01-hermosillo,natural_gas,2045,7.7275215
01-hermosillo,natural_gas,2046,7.8198654
01-hermosillo,natural_gas,2047,7.9122093
01-hermosillo,natural_gas,2048,8.0045532
01-hermosillo,natural_gas,2049,8.0968971
01-hermosillo,natural_gas,2050,8.189241
02-cananea,fuel_oil,2020,10.24
02-cananea,fuel_oil,2021,10.6346
02-cananea,fuel_oil,2022,10.7882
02-cananea,fuel_oil,2023,10.9418
02-cananea,fuel_oil,2024,11.0954
02-cananea,fuel_oil,2025,11.249
02-cananea,fuel_oil,2026,11.4026
02-cananea,fuel_oil,2027,11.5562
02-cananea,fuel_oil,2028,11.7098
02-cananea,fuel_oil,2029,11.8634
02-cananea,fuel_oil,2030,12.017
02-cananea,fuel_oil,2031,12.1706
02-cananea,fuel_oil,2032,12.3242
02-cananea,fuel_oil,2033,12.4778
02-cananea,fuel_oil,2034,12.6314
02-cananea,fuel_oil,2035,12.785
02-cananea,fuel_oil,2036,12.9386
02-cananea,fuel_oil,2037,13.0922
02-cananea,fuel_oil,2038,13.2458
02-cananea,fuel_oil,2039,13.3994
02-cananea,fuel_oil,2040,13.553
02-cananea,fuel_oil,2041,13.7066
02-cananea,fuel_oil,2042,13.8602
02-cananea,fuel_oil,2043,14.0138
02-cananea,fuel_oil,2044,14.1674
02-cananea,fuel_oil,2045,14.321
02-cananea,fuel_oil,2046,14.4746
02-cananea,fuel_oil,2047,14.6282
02-cananea,fuel_oil,2048,14.7818
02-cananea,fuel_oil,2049,14.9354
02-cananea,fuel_oil,2050,15.089
02-cananea,natural_gas,2020,5.51
02-cananea,natural_gas,2021,5.5112679
02-cananea,natural_gas,2022,5.6036118
02-cananea,natural_gas,2023,5.6959557
02-cananea,natural_gas,2024,5.7882996
02-cananea,natural_gas,2025,5.8806435
02-cananea,natural_gas,2026,5.9729874
02-cananea,natural_gas,2027,6.0653313
02-cananea,natural_gas,2028,6.1576752
02-cananea,natural_gas,2029,6.2500191
02-cananea,natural_gas,2030,6.342363
02-cananea,natural_gas,2031,6.4347069
02-cananea,natural_gas,2032,6.5270508
02-cananea,natural_gas,2033,6.6193947
02-cananea,natural_gas,2034,6.7117386
02-cananea,natural_gas,2035,6.8040825
02-cananea,natural_gas,2036,6.8964264
02-cananea,natural_gas,2037,6.9887703
02-cananea,natural_gas,2038,7.0811142
02-cananea,natural_gas,2039,7.1734581
02-cananea,natural_gas,2040,7.265802
02-cananea,natural_gas,2041,7.3581459
02-cananea,natural_gas,2042,7.4504898
02-cananea,natural_gas,2043,7.5428337
02-cananea,natural_gas,2044,7.6351776
02-cananea,natural_gas,2045,7.7275215
02-cananea,natural_gas,2046,7.8198654
02-cananea,natural_gas,2047,7.9122093
02-cananea,natural_gas,2048,8.0045532
02-cananea,natural_gas,2049,8.0968971
02-cananea,natural_gas,2050,8.189241
02-cananea,natural_gas_cogen,2020,5.51
02-cananea,natural_gas_cogen,2021,5.5112679
02-cananea,natural_gas_cogen,2022,5.6036118
02-cananea,natural_gas_cogen,2023,5.6959557
02-cananea,natural_gas_cogen,2024,5.7882996
02-cananea,natural_gas_cogen,2025,5.8806435
02-cananea,natural_gas_cogen,2026,5.9729874
02-cananea,natural_gas_cogen,2027,6.0653313
02-cananea,natural_gas_cogen,2028,6.1576752
02-cananea,natural_gas_cogen,2029,6.2500191
02-cananea,natural_gas_cogen,2030,6.342363
02-cananea,natural_gas_cogen,2031,6.4347069
02-cananea,natural_gas_cogen,2032,6.5270508
02-cananea,natural_gas_cogen,2033,6.6193947
02-cananea,natural_gas_cogen,2034,6.7117386
02-cananea,natural_gas_cogen,2035,6.8040825
02-cananea,natural_gas_cogen,2036,6.8964264
02-cananea,natural_gas_cogen,2037,6.9887703
02-cananea,natural_gas_cogen,2038,7.0811142
02-cananea,natural_gas_cogen,2039,7.1734581
02-cananea,natural_gas_cogen,2040,7.265802
02-cananea,natural_gas_cogen,2041,7.3581459
02-cananea,natural_gas_cogen,2042,7.4504898
02-cananea,natural_gas_cogen,2043,7.5428337
02-cananea,natural_gas_cogen,2044,7.6351776
02-cananea,natural_gas_cogen,2045,7.7275215
02-cananea,natural_gas_cogen,2046,7.8198654
02-cananea,natural_gas_cogen,2047,7.9122093
02-cananea,natural_gas_cogen,2048,8.0045532
02-cananea,natural_gas_cogen,2049,8.0968971
02-cananea,natural_gas_cogen,2050,8.189241
03-obregon,diesel,2020,17.02
03-obregon,diesel,2021,17.7695
03-obregon,diesel,2022,17.974
03-obregon,diesel,2023,18.1785
03-obregon,diesel,2024,18.383
03-obregon,diesel,2025,18.5875
03-obregon,diesel,2026,18.792
03-obregon,diesel,2027,18.9965
03-obregon,diesel,2028,19.201
03-obregon,diesel,2029,19.4055
03-obregon,diesel,2030,19.61
03-obregon,diesel,2031,19.8145
03-obregon,diesel,2032,20.019
03-obregon,diesel,2033,20.2235
03-obregon,diesel,2034,20.428
03-obregon,diesel,2035,20.6325
03-obregon,diesel,2036,20.837
03-obregon,diesel,2037,21.0415
03-obregon,diesel,2038,21.246
03-obregon,diesel,2039,21.4505
03-obregon,diesel,2040,21.655
03-obregon,diesel,2041,21.8595
03-obregon,diesel,2042,22.064
03-obregon,diesel,2043,22.2685
03-obregon,diesel,2044,22.473
03-obregon,diesel,2045,22.6775
03-obregon,diesel,2046,22.882
03-obregon,diesel,2047,23.0865
03-obregon,diesel,2048,23.291
03-obregon,diesel,2049,23.4955
03-obregon,diesel,2050,23.7
03-obregon,fuel_oil,2020,10.07
03-obregon,fuel_oil,2021,10.365
03-obregon,fuel_oil,2022,10.575
03-obregon,fuel_oil,2023,10.785
03-obregon,fuel_oil,2024,10.995
03-obregon,fuel_oil,2025,11.205
03-obregon,fuel_oil,2026,11.415
03-obregon,fuel_oil,2027,11.625
03-obregon,fuel_oil,2028,11.835
03-obregon,fuel_oil,2029,12.045
03-obregon,fuel_oil,2030,12.255
03-obregon,fuel_oil,2031,12.465
03-obregon,fuel_oil,2032,12.675
03-obregon,fuel_oil,2033,12.885
03-obregon,fuel_oil,2034,13.095
03-obregon,fuel_oil,2035,13.305
03-obregon,fuel_oil,2036,13.515
03-obregon,fuel_oil,2037,13.725
03-obregon,fuel_oil,2038,13.935
03-obregon,fuel_oil,2039,14.145
03-obregon,fuel_oil,2040,14.355
03-obregon,fuel_oil,2041,14.565
03-obregon,fuel_oil,2042,14.775
03-obregon,fuel_oil,2043,14.985
03-obregon,fuel_oil,2044,15.195
03-obregon,fuel_oil,2045,15.405
03-obregon,fuel_oil,2046,15.615
03-obregon,fuel_oil,2047,15.825
03-obregon,fuel_oil,2048,16.035
03-obregon,fuel_oil,2049,16.245
03-obregon,fuel_oil,2050,16.455
03-obregon,natural_gas,2020,5.51
03-obregon,natural_gas,2021,5.5112679
03-obregon,natural_gas,2022,5.6036118
03-obregon,natural_gas,2023,5.6959557
03-obregon,natural_gas,2024,5.7882996
03-obregon,natural_gas,2025,5.8806435
03-obregon,natural_gas,2026,5.9729874
03-obregon,natural_gas,2027,6.0653313
03-obregon,natural_gas,2028,6.1576752
03-obregon,natural_gas,2029,6.2500191
03-obregon,natural_gas,2030,6.342363
03-obregon,natural_gas,2031,6.4347069
03-obregon,natural_gas,2032,6.5270508
03-obregon,natural_gas,2033,6.6193947
03-obregon,natural_gas,2034,6.7117386
03-obregon,natural_gas,2035,6.8040825
03-obregon,natural_gas,2036,6.8964264
03-obregon,natural_gas,2037,6.9887703
03-obregon,natural_gas,2038,7.0811142
03-obregon,natural_gas,2039,7.1734581
03-obregon,natural_gas,2040,7.265802
03-obregon,natural_gas,2041,7.3581459
03-obregon,natural_gas,2042,7.4504898
03-obregon,natural_gas,2043,7.5428337
03-obregon,natural_gas,2044,7.6351776
03-obregon,natural_gas,2045,7.7275215
03-obregon,natural_gas,2046,7.8198654
03-obregon,natural_gas,2047,7.9122093
03-obregon,natural_gas,2048,8.0045532
03-obregon,natural_gas,2049,8.0968971
03-obregon,natural_gas,2050,8.189241
03-obregon,natural_gas_cogen,2020,5.51
03-obregon,natural_gas_cogen,2021,5.5112679
03-obregon,natural_gas_cogen,2022,5.6036118
03-obregon,natural_gas_cogen,2023,5.6959557
03-obregon,natural_gas_cogen,2024,5.7882996
03-obregon,natural_gas_cogen,2025,5.8806435
03-obregon,natural_gas_cogen,2026,5.9729874
03-obregon,natural_gas_cogen,2027,6.0653313
03-obregon,natural_gas_cogen,2028,6.1576752
03-obregon,natural_gas_cogen,2029,6.2500191
03-obregon,natural_gas_cogen,2030,6.342363
03-obregon,natural_gas_cogen,2031,6.4347069
03-obregon,natural_gas_cogen,2032,6.5270508
03-obregon,natural_gas_cogen,2033,6.6193947
03-obregon,natural_gas_cogen,2034,6.7117386
03-obregon,natural_gas_cogen,2035,6.8040825
03-obregon,natural_gas_cogen,2036,6.8964264
03-obregon,natural_gas_cogen,2037,6.9887703
03-obregon,natural_gas_cogen,2038,7.0811142
03-obregon,natural_gas_cogen,2039,7.1734581
03-obregon,natural_gas_cogen,2040,7.265802
03-obregon,natural_gas_cogen,2041,7.3581459
03-obregon,natural_gas_cogen,2042,7.4504898
03-obregon,natural_gas_cogen,2043,7.5428337
03-obregon,natural_gas_cogen,2044,7.6351776
03-obregon,natural_gas_cogen,2045,7.7275215
03-obregon,natural_gas_cogen,2046,7.8198654
03-obregon,natural_gas_cogen,2047,7.9122093
03-obregon,natural_gas_cogen,2048,8.0045532
03-obregon,natural_gas_cogen,2049,8.0968971
03-obregon,natural_gas_cogen,2050,8.189241
04-los_mochis,fuel_oil,2020,10.06
04-los_mochis,fuel_oil,2021,10.3561
04-los_mochis,fuel_oil,2022,10.5662
04-los_mochis,fuel_oil,2023,10.7763
04-los_mochis,fuel_oil,2024,10.9864
04-los_mochis,fuel_oil,2025,11.1965
04-los_mochis,fuel_oil,2026,11.4066
04-los_mochis,fuel_oil,2027,11.6167
04-los_mochis,fuel_oil,2028,11.8268
04-los_mochis,fuel_oil,2029,12.0369
04-los_mochis,fuel_oil,2030,12.247
04-los_mochis,fuel_oil,2031,12.4571
04-los_mochis,fuel_oil,2032,12.6672
04-los_mochis,fuel_oil,2033,12.8773
04-los_mochis,fuel_oil,2034,13.0874
04-los_mochis,fuel_oil,2035,13.2975
04-los_mochis,fuel_oil,2036,13.5076
04-los_mochis,fuel_oil,2037,13.7177
04-los_mochis,fuel_oil,2038,13.9278
04-los_mochis,fuel_oil,2039,14.1379
04-los_mochis,fuel_oil,2040,14.348
04-los_mochis,fuel_oil,2041,14.5581
04-los_mochis,fuel_oil,2042,14.7682
04-los_mochis,fuel_oil,2043,14.9783
04-los_mochis,fuel_oil,2044,15.1884
04-los_mochis,fuel_oil,2045,15.3985
04-los_mochis,fuel_oil,2046,15.6086
04-los_mochis,fuel_oil,2047,15.8187
04-los_mochis,fuel_oil,2048,16.0288
04-los_mochis,fuel_oil,2049,16.2389
04-los_mochis,fuel_oil,2050,16.449
04-los_mochis,natural_gas,2020,5.51
04-los_mochis,natural_gas,2021,5.5112679
04-los_mochis,natural_gas,2022,5.6036118
04-los_mochis,natural_gas,2023,5.6959557
04-los_mochis,natural_gas,2024,5.7882996
04-los_mochis,natural_gas,2025,5.8806435
04-los_mochis,natural_gas,2026,5.9729874
04-los_mochis,natural_gas,2027,6.0653313
04-los_mochis,natural_gas,2028,6.1576752
04-los_mochis,natural_gas,2029,6.2500191
04-los_mochis,natural_gas,2030,6.342363
04-los_mochis,natural_gas,2031,6.4347069
04-los_mochis,natural_gas,2032,6.5270508
04-los_mochis,natural_gas,2033,6.6193947
04-los_mochis,natural_gas,2034,6.7117386
04-los_mochis,natural_gas,2035,6.8040825
04-los_mochis,natural_gas,2036,6.8964264
04-los_mochis,natural_gas,2037,6.9887703
04-los_mochis,natural_gas,2038,7.0811142
04-los_mochis,natural_gas,2039,7.1734581
04-los_mochis,natural_gas,2040,7.265802
04-los_mochis,natural_gas,2041,7.3581459
04-los_mochis,natural_gas,2042,7.4504898
04-los_mochis,natural_gas,2043,7.5428337
04-los_mochis,natural_gas,2044,7.6351776
04-los_mochis,natural_gas,2045,7.7275215
04-los_mochis,natural_gas,2046,7.8198654
04-los_mochis,natural_gas,2047,7.9122093
04-los_mochis,natural_gas,2048,8.0045532
04-los_mochis,natural_gas,2049,8.0968971
04-los_mochis,natural_gas,2050,8.189241
04-los_mochis,natural_gas_cogen,2020,5.51
04-los_mochis,natural_gas_cogen,2021,5.5112679
04-los_mochis,natural_gas_cogen,2022,5.6036118
04-los_mochis,natural_gas_cogen,2023,5.6959557
04-los_mochis,natural_gas_cogen,2024,5.7882996
04-los_mochis,natural_gas_cogen,2025,5.8806435
04-los_mochis,natural_gas_cogen,2026,5.9729874
04-los_mochis,natural_gas_cogen,2027,6.0653313
04-los_mochis,natural_gas_cogen,2028,6.1576752
04-los_mochis,natural_gas_cogen,2029,6.2500191
04-los_mochis,natural_gas_cogen,2030,6.342363
04-los_mochis,natural_gas_cogen,2031,6.4347069
04-los_mochis,natural_gas_cogen,2032,6.5270508
04-los_mochis,natural_gas_cogen,2033,6.6193947
04-los_mochis,natural_gas_cogen,2034,6.7117386
04-los_mochis,natural_gas_cogen,2035,6.8040825
04-los_mochis,natural_gas_cogen,2036,6.8964264
04-los_mochis,natural_gas_cogen,2037,6.9887703
04-los_mochis,natural_gas_cogen,2038,7.0811142
04-los_mochis,natural_gas_cogen,2039,7.1734581
04-los_mochis,natural_gas_cogen,2040,7.265802
04-los_mochis,natural_gas_cogen,2041,7.3581459
04-los_mochis,natural_gas_cogen,2042,7.4504898
04-los_mochis,natural_gas_cogen,2043,7.5428337
04-los_mochis,natural_gas_cogen,2044,7.6351776
04-los_mochis,natural_gas_cogen,2045,7.7275215
04-los_mochis,natural_gas_cogen,2046,7.8198654
04-los_mochis,natural_gas_cogen,2047,7.9122093
04-los_mochis,natural_gas_cogen,2048,8.0045532
04-los_mochis,natural_gas_cogen,2049,8.0968971
04-los_mochis,natural_gas_cogen,2050,8.189241
05-culiacan,diesel,2020,17.02
05-culiacan,diesel,2021,17.7695
05-culiacan,diesel,2022,17.974
05-culiacan,diesel,2023,18.1785
05-culiacan,diesel,2024,18.383
05-culiacan,diesel,2025,18.5875
05-culiacan,diesel,2026,18.792
05-culiacan,diesel,2027,18.9965
05-culiacan,diesel,2028,19.201
05-culiacan,diesel,2029,19.4055
05-culiacan,diesel,2030,19.61
05-culiacan,diesel,2031,19.8145
05-culiacan,diesel,2032,20.019
05-culiacan,diesel,2033,20.2235
05-culiacan,diesel,2034,20.428
05-culiacan,diesel,2035,20.6325
05-culiacan,diesel,2036,20.837
05-culiacan,diesel,2037,21.0415
05-culiacan,diesel,2038,21.246
05-culiacan,diesel,2039,21.4505
05-culiacan,diesel,2040,21.655
05-culiacan,diesel,2041,21.8595
05-culiacan,diesel,2042,22.064
05-culiacan,diesel,2043,22.2685
05-culiacan,diesel,2044,22.473
05-culiacan,diesel,2045,22.6775
05-culiacan,diesel,2046,22.882
05-culiacan,diesel,2047,23.0865
05-culiacan,diesel,2048,23.291
05-culiacan,diesel,2049,23.4955
05-culiacan,diesel,2050,23.7
06-mazatlan,fuel_oil,2020,10.04
06-mazatlan,fuel_oil,2021,10.3334
06-mazatlan,fuel_oil,2022,10.5428
06-mazatlan,fuel_oil,2023,10.7522
06-mazatlan,fuel_oil,2024,10.9616
06-mazatlan,fuel_oil,2025,11.171
06-mazatlan,fuel_oil,2026,11.3804
06-mazatlan,fuel_oil,2027,11.5898
06-mazatlan,fuel_oil,2028,11.7992
06-mazatlan,fuel_oil,2029,12.0086
06-mazatlan,fuel_oil,2030,12.218
06-mazatlan,fuel_oil,2031,12.4274
06-mazatlan,fuel_oil,2032,12.6368
06-mazatlan,fuel_oil,2033,12.8462
06-mazatlan,fuel_oil,2034,13.0556
06-mazatlan,fuel_oil,2035,13.265
06-mazatlan,fuel_oil,2036,13.4744
06-mazatlan,fuel_oil,2037,13.6838
06-mazatlan,fuel_oil,2038,13.8932
06-mazatlan,fuel_oil,2039,14.1026
06-mazatlan,fuel_oil,2040,14.312
06-mazatlan,fuel_oil,2041,14.5214
06-mazatlan,fuel_oil,2042,14.7308
06-mazatlan,fuel_oil,2043,14.9402
06-mazatlan,fuel_oil,2044,15.1496
06-mazatlan,fuel_oil,2045,15.359
06-mazatlan,fuel_oil,2046,15.5684
06-mazatlan,fuel_oil,2047,15.7778
06-mazatlan,fuel_oil,2048,15.9872
06-mazatlan,fuel_oil,2049,16.1966
06-mazatlan,fuel_oil,2050,16.406
06-mazatlan,natural_gas,2020,5.51
06-mazatlan,natural_gas,2021,5.5112679
06-mazatlan,natural_gas,2022,5.6036118
06-mazatlan,natural_gas,2023,5.6959557
06-mazatlan,natural_gas,2024,5.7882996
06-mazatlan,natural_gas,2025,5.8806435
06-mazatlan,natural_gas,2026,5.9729874
06-mazatlan,natural_gas,2027,6.0653313
06-mazatlan,natural_gas,2028,6.1576752
06-mazatlan,natural_gas,2029,6.2500191
06-mazatlan,natural_gas,2030,6.342363
06-mazatlan,natural_gas,2031,6.4347069
06-mazatlan,natural_gas,2032,6.5270508
06-mazatlan,natural_gas,2033,6.6193947
06-mazatlan,natural_gas,2034,6.7117386
06-mazatlan,natural_gas,2035,6.8040825
06-mazatlan,natural_gas,2036,6.8964264
06-mazatlan,natural_gas,2037,6.9887703
06-mazatlan,natural_gas,2038,7.0811142
06-mazatlan,natural_gas,2039,7.1734581
06-mazatlan,natural_gas,2040,7.265802
06-mazatlan,natural_gas,2041,7.3581459
06-mazatlan,natural_gas,2042,7.4504898
06-mazatlan,natural_gas,2043,7.5428337
06-mazatlan,natural_gas,2044,7.6351776
06-mazatlan,natural_gas,2045,7.7275215
06-mazatlan,natural_gas,2046,7.8198654
06-mazatlan,natural_gas,2047,7.9122093
06-mazatlan,natural_gas,2048,8.0045532
06-mazatlan,natural_gas,2049,8.0968971
06-mazatlan,natural_gas,2050,8.189241
06-mazatlan,natural_gas_cogen,2020,5.51
06-mazatlan,natural_gas_cogen,2021,5.5112679
06-mazatlan,natural_gas_cogen,2022,5.6036118
06-mazatlan,natural_gas_cogen,2023,5.6959557
06-mazatlan,natural_gas_cogen,2024,5.7882996
06-mazatlan,natural_gas_cogen,2025,5.8806435
06-mazatlan,natural_gas_cogen,2026,5.9729874
06-mazatlan,natural_gas_cogen,2027,6.0653313
06-mazatlan,natural_gas_cogen,2028,6.1576752
06-mazatlan,natural_gas_cogen,2029,6.2500191
06-mazatlan,natural_gas_cogen,2030,6.342363
06-mazatlan,natural_gas_cogen,2031,6.4347069
06-mazatlan,natural_gas_cogen,2032,6.5270508
06-mazatlan,natural_gas_cogen,2033,6.6193947
06-mazatlan,natural_gas_cogen,2034,6.7117386
06-mazatlan,natural_gas_cogen,2035,6.8040825
06-mazatlan,natural_gas_cogen,2036,6.8964264
06-mazatlan,natural_gas_cogen,2037,6.9887703
06-mazatlan,natural_gas_cogen,2038,7.0811142
06-mazatlan,natural_gas_cogen,2039,7.1734581
06-mazatlan,natural_gas_cogen,2040,7.265802
06-mazatlan,natural_gas_cogen,2041,7.3581459
06-mazatlan,natural_gas_cogen,2042,7.4504898
06-mazatlan,natural_gas_cogen,2043,7.5428337
06-mazatlan,natural_gas_cogen,2044,7.6351776
06-mazatlan,natural_gas_cogen,2045,7.7275215
06-mazatlan,natural_gas_cogen,2046,7.8198654
06-mazatlan,natural_gas_cogen,2047,7.9122093
06-mazatlan,natural_gas_cogen,2048,8.0045532
06-mazatlan,natural_gas_cogen,2049,8.0968971
06-mazatlan,natural_gas_cogen,2050,8.189241
07-juarez,diesel,2020,17.02
07-juarez,diesel,2021,17.7695
07-juarez,diesel,2022,17.974
07-juarez,diesel,2023,18.1785
07-juarez,diesel,2024,18.383
07-juarez,diesel,2025,18.5875
07-juarez,diesel,2026,18.792
07-juarez,diesel,2027,18.9965
07-juarez,diesel,2028,19.201
07-juarez,diesel,2029,19.4055
07-juarez,diesel,2030,19.61
07-juarez,diesel,2031,19.8145
07-juarez,diesel,2032,20.019
07-juarez,diesel,2033,20.2235
07-juarez,diesel,2034,20.428
07-juarez,diesel,2035,20.6325
07-juarez,diesel,2036,20.837
07-juarez,diesel,2037,21.0415
07-juarez,diesel,2038,21.246
07-juarez,diesel,2039,21.4505
07-juarez,diesel,2040,21.655
07-juarez,diesel,2041,21.8595
07-juarez,diesel,2042,22.064
07-juarez,diesel,2043,22.2685
07-juarez,diesel,2044,22.473
07-juarez,diesel,2045,22.6775
07-juarez,diesel,2046,22.882
07-juarez,diesel,2047,23.0865
07-juarez,diesel,2048,23.291
07-juarez,diesel,2049,23.4955
07-juarez,diesel,2050,23.7
07-juarez,fuel_oil,2020,10.27
07-juarez,fuel_oil,2021,10.5586
07-juarez,fuel_oil,2022,10.7712
07-juarez,fuel_oil,2023,10.9838
07-juarez,fuel_oil,2024,11.1964
07-juarez,fuel_oil,2025,11.409
07-juarez,fuel_oil,2026,11.6216
07-juarez,fuel_oil,2027,11.8342
07-juarez,fuel_oil,2028,12.0468
07-juarez,fuel_oil,2029,12.2594
07-juarez,fuel_oil,2030,12.472
07-juarez,fuel_oil,2031,12.6846
07-juarez,fuel_oil,2032,12.8972
07-juarez,fuel_oil,2033,13.1098
07-juarez,fuel_oil,2034,13.3224
07-juarez,fuel_oil,2035,13.535
07-juarez,fuel_oil,2036,13.7476
07-juarez,fuel_oil,2037,13.9602
07-juarez,fuel_oil,2038,14.1728
07-juarez,fuel_oil,2039,14.3854
07-juarez,fuel_oil,2040,14.598
07-juarez,fuel_oil,2041,14.8106
07-juarez,fuel_oil,2042,15.0232
07-juarez,fuel_oil,2043,15.2358
07-juarez,fuel_oil,2044,15.4484
07-juarez,fuel_oil,2045,15.661
07-juarez,fuel_oil,2046,15.8736
07-juarez,fuel_oil,2047,16.0862
07-juarez,fuel_oil,2048,16.2988
07-juarez,fuel_oil,2049,16.5114
07-juarez,fuel_oil,2050,16.724
07-juarez,natural_gas,2020,4.81
07-juarez,natural_gas,2021,4.8344869
07-juarez,natural_gas,2022,4.9184098
07-juarez,natural_gas,2023,5.0023327
07-juarez,natural_gas,2024,5.0862556
07-juarez,natural_gas,2025,5.1701785
07-juarez,natural_gas,2026,5.2541014
07-juarez,natural_gas,2027,5.3380243
07-juarez,natural_gas,2028,5.4219472
07-juarez,natural_gas,2029,5.5058701
07-juarez,natural_gas,2030,5.589793
07-juarez,natural_gas,2031,5.6737159
07-juarez,natural_gas,2032,5.7576388
07-juarez,natural_gas,2033,5.8415617
07-juarez,natural_gas,2034,5.9254846
07-juarez,natural_gas,2035,6.0094075
07-juarez,natural_gas,2036,6.0933304
07-juarez,natural_gas,2037,6.1772533
07-juarez,natural_gas,2038,6.2611762
07-juarez,natural_gas,2039,6.3450991
07-juarez,natural_gas,2040,6.429022
07-juarez,natural_gas,2041,6.5129449
07-juarez,natural_gas,2042,6.5968678
07-juarez,natural_gas,2043,6.6807907
07-juarez,natural_gas,2044,6.7647136
07-juarez,natural_gas,2045,6.8486365
07-juarez,natural_gas,2046,6.9325594
07-juarez,natural_gas,2047,7.0164823
07-juarez,natural_gas,2048,7.1004052
07-juarez,natural_gas,2049,7.1843281
07-juarez,natural_gas,2050,7.268251
07-juarez,natural_gas_cogen,2020,4.81
07-juarez,natural_gas_cogen,2021,4.8344869
07-juarez,natural_gas_cogen,2022,4.9184098
07-juarez,natural_gas_cogen,2023,5.0023327
07-juarez,natural_gas_cogen,2024,5.0862556
07-juarez,natural_gas_cogen,2025,5.1701785
07-juarez,natural_gas_cogen,2026,5.2541014
07-juarez,natural_gas_cogen,2027,5.3380243
07-juarez,natural_gas_cogen,2028,5.4219472
07-juarez,natural_gas_cogen,2029,5.5058701
07-juarez,natural_gas_cogen,2030,5.589793
07-juarez,natural_gas_cogen,2031,5.6737159
07-juarez,natural_gas_cogen,2032,5.7576388
07-juarez,natural_gas_cogen,2033,5.8415617
07-juarez,natural_gas_cogen,2034,5.9254846
07-juarez,natural_gas_cogen,2035,6.0094075
